Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Age population, age 09, male, interpolated",SP.POP.AG09.MA.IN,Colombia,COL,393338.5,429094.5,433857,437915,440549.5,442135.5,442634.5,441729,440154,437631.5,404188,396884,390224.5,385213.5,381611,379237,377612,376708
"Age population, age 09, male, interpolated",SP.POP.AG09.MA.IN,Costa Rica,CRI,36768,43017.5,43026.5,42875.5,42552.5,42311.5,42097,41804.5,41376.5,41038.5,37221.5,37279,37621,38272,38452,37960.5,37555.5,37340.5
"Age population, age 09, male, interpolated",SP.POP.AG09.MA.IN,Bolivia,BOL,92443,107457,109246.5,110827.5,112065,113024.5,113521.5,113960.5,114765,115274,121092,122966,124583,125156.5,125717,126325.5,126850,127218.5
"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN,Argentina,ARG,323811.5,329701.5,332231.5,336672,341232.5,343900.5,346779,349503.5,349383,346073,337817.5,340366,342213.5,342336,342430.5,344883,349262.5,352516
"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN,Colombia,COL,374480.5,410124.5,414543,418931,422880.5,425700.5,427306,427596.5,426447.5,424436.5,393592.5,387352,380698,374858.5,370439,366981,364589,362974
"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN,Costa Rica,CRI,34249.5,40891.5,40970.5,40971,40825.5,40559,40376,40215.5,39966.5,39574,35794,35649.5,35712.5,36033,36627.5,36797.5,36323,35937
"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN,Bolivia,BOL,87173.5,101401.5,103170,104826.5,106343,107546.5,108405.5,108961.5,109491.5,110402,116034.5,116876.5,118611,120111.5,120616.5,121115.5,121694.5,122204.5
"Age population, age 10, male, interpolated",SP.POP.AG10.MA.IN,Argentina,ARG,337052,344713.5,347619.5,352428,357366,360283.5,363290,366378,366500,362971.5,355272,358658.5,361696.5,362681,362792.5,364989.5,369608,373306
"Age population, age 10, male, interpolated",SP.POP.AG10.MA.IN,Colombia,COL,387142.5,424248,428914,433671,437732,440372.5,441959.5,442460,441550,439803.5,410153,403554,396665.5,390572.5,385917,382293.5,379682.5,377888.5
"Age population, age 10, male, interpolated",SP.POP.AG10.MA.IN,Costa Rica,CRI,35756,42960.5,43035,43040.5,42886,42560,42317,42102,41809,41380,37400.5,37224,37282,37623.5,38274,38454.5,37962,37555.5
"Age population, age 10, male, interpolated",SP.POP.AG10.MA.IN,Bolivia,BOL,90456,105345,107160,108963,110601.5,111893.5,112857.5,113360,113805.5,114615.5,120048.5,120977.5,122854,124473,125047.5,125609,126223.5,126754
"Age population, age 11, female, interpolated",SP.POP.AG11.FE.IN,Argentina,ARG,321748,327056,329578,332105.5,336543.5,341117,343795.5,346674,349402.5,349287,337831,337786.5,340334,342182,342306.5,342402,344850.5,349217.5
"Age population, age 11, female, interpolated",SP.POP.AG11.FE.IN,Colombia,COL,367329.5,405771,409961.5,414374,418769,422726,425547.5,427156.5,427442.5,426155.5,398886,393061.5,387175,381055.5,375577.5,371139,367449,364888.5
"Age population, age 11, female, interpolated",SP.POP.AG11.FE.IN,Costa Rica,CRI,33175.5,40732.5,40915,40990.5,40986.5,40837.5,40569,40385,40223.5,39973.5,36096.5,35797.5,35653,35716,36037,36631.5,36799,36322
"Age population, age 11, female, interpolated",SP.POP.AG11.FE.IN,Bolivia,BOL,85286,98857,100891.5,102689,104528,106218,107426.5,108289,108847.5,109381.5,115157,115951,116795.5,118532,120033,120538.5,121043,121627.5
"Age population, age 11, male, interpolated",SP.POP.AG11.MA.IN,Argentina,ARG,335895.5,341696,344573.5,347479,352285,357221,360138,363147,366238,366366.5,354973,355223,358607.5,361646.5,362634,362746.5,364942.5,369554.5
"Age population, age 11, male, interpolated",SP.POP.AG11.MA.IN,Colombia,COL,379810,419766.5,424054.5,428715.5,433477.5,437545.5,440187.5,441777,442272.5,441184,415375.5,409491,403320,397005,391266.5,386590,382728,379946.5
"Age population, age 11, male, interpolated",SP.POP.AG11.MA.IN,Costa Rica,CRI,34577,42771.5,42977,43049,43051,42893,42565,42321.5,42105.5,41811.5,37814.5,37402.5,37226,37284,37626,38277,38455,37960
"Age population, age 11, male, interpolated",SP.POP.AG11.MA.IN,Bolivia,BOL,88452,102877.5,104979,106811,108708.5,110436.5,111732,112701,113210,113660.5,119111,119937.5,120869,122747,124366,124942,125509.5,126129.5
"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,Argentina,ARG,318074,324651,326897,329415,331938.5,336402,340997,343675.5,346559,349293,338867.5,337799,337754,340300.5,342149.5,342276,342367,344800
"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,Colombia,COL,359214.5,401321.5,405578.5,409762,414183,418588,422546,425370.5,426973.5,427127,403419,398342,392887,387616,381939.5,376439.5,371717.5,367823
"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,Costa Rica,CRI,31952.5,40414.5,40762,40940.5,41011,41002.5,40850,40580,40395.5,40233.5,36920,36102,35803,35658.5,35722,36043,36633.5,36797.5
"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,Bolivia,BOL,83355,96147.5,98298,100363.5,102364.5,104398.5,106092.5,107303,108168,108731.5,114300,115068.5,115865.5,116712.5,118448.5,119949,120462,120974
"Age population, age 12, male, interpolated",SP.POP.AG12.MA.IN,Argentina,ARG,332178,338879.5,341504,344377.5,347278,352103,357058,359978.5,362991.5,366086.5,355830,354918,355167,358552,361594,362584,362693.5,364880.5
"Age population, age 12, male, interpolated",SP.POP.AG12.MA.IN,Colombia,COL,371457,415178,419523.5,423807.5,428476.5,433249,437320,439966,441550,441864,419605.5,414666,409237,403713,397816.5,392053,387097.5,383037.5
"Age population, age 12, male, interpolated",SP.POP.AG12.MA.IN,Costa Rica,CRI,33233,42406.5,42793.5,42995,43062,43060,42899.5,42570.5,42326,42110,38727,37817,37406,37230,37288,37630,38277,38451
"Age population, age 12, male, interpolated",SP.POP.AG12.MA.IN,Bolivia,BOL,86404,100178,102410,104534.5,106507,108537.5,110269.5,111569.5,112543.5,113057.5,118220,118994,119823,120757,122635.5,124254.5,124836.5,125411
"Age population, age 13, female, interpolated",SP.POP.AG13.FE.IN,Argentina,ARG,312749.5,322954,324440.5,326680.5,329192,331755.5,336254.5,340849,343532.5,346422,340393,338833,337765.5,337719.5,340266,342117,342237,342308.5
"Age population, age 13, female, interpolated",SP.POP.AG13.FE.IN,Colombia,COL,351566,397057.5,401073.5,405320.5,409514.5,413950,418354.5,422316,425132,426624,407118.5,402878.5,398193,393530,388885,383177,377278.5,372272
"Age population, age 13, female, interpolated",SP.POP.AG13.FE.IN,Costa Rica,CRI,30881.5,39693,40458.5,40800.5,40971,41034.5,41022,40868,40597,40411,37934,36928.5,36111,35812.5,35668.5,35732,36048,36633.5
"Age population, age 13, female, interpolated",SP.POP.AG13.FE.IN,Bolivia,BOL,81326,93440.5,95528,97712.5,100002.5,102217.5,104255,105951.5,107165.5,108035.5,113914,114197.5,114970,115770.5,116618,118353.5,119863,120384
"Age population, age 13, male, interpolated",SP.POP.AG13.MA.IN,Argentina,ARG,325873.5,336505,338622,341240,344106,347045,351907,356864.5,359790,362808.5,357370.5,355766,354854.5,355105,358492,361536,362520,362616.5
"Age population, age 13, male, interpolated",SP.POP.AG13.MA.IN,Colombia,COL,363546.5,410601,414837.5,419178.5,423475.5,428162,432939.5,437017.5,439658.5,441078,422996,418864,414405,409775,404824.5,398895,392756,387537.5
"Age population, age 13, male, interpolated",SP.POP.AG13.MA.IN,Costa Rica,CRI,32038,41601,42438.5,42820.5,43015.5,43077,43071.5,42909.5,42580,42334.5,39749.5,38732,37823,37412,37236.5,37294.5,37631,38273
"Age population, age 13, male, interpolated",SP.POP.AG13.MA.IN,Bolivia,BOL,84239,97449,99583.5,101846,104163.5,106318,108351.5,110087.5,111392.5,112372,117791,118086.5,118863.5,119695,120630,122509,124136,124726
"Age population, age 14, female, interpolated",SP.POP.AG14.FE.IN,Argentina,ARG,305580.5,322130.5,322730,324210.5,326444,328980.5,331565,336063.5,340662,343353.5,342373.5,340357,338796.5,337730,337685.5,340232.5,342072.5,342168.5
"Age population, age 14, female, interpolated",SP.POP.AG14.FE.IN,Colombia,COL,344212.5,392757,396727,400728.5,404988,409202.5,413635,418044,421992.5,424733,410253.5,406593,402779.5,399175.5,395441,390748.5,384451.5,378138
"Age population, age 14, female, interpolated",SP.POP.AG14.FE.IN,Costa Rica,CRI,29879,38694,39761,40518,40848,41008,41065.5,41050,40894.5,40622,38403.5,37947.5,36943,36126,35827.5,35683.5,35740,36049
"Age population, age 14, female, interpolated",SP.POP.AG14.FE.IN,Bolivia,BOL,79183,90744.5,92756,94882,97307.5,99826.5,102046,104086.5,105786,107005,113740,113789.5,114077.5,114853.5,115654.5,116503.5,118251.5,119771
"Age population, age 14, male, interpolated",SP.POP.AG14.MA.IN,Argentina,ARG,317677,334777.5,336212,338321.5,340931.5,343827.5,346797.5,351663.5,356625,359558.5,359527,357295,355691.5,354783,355037,358424.5,361455.5,362420.5
"Age population, age 14, male, interpolated",SP.POP.AG14.MA.IN,Colombia,COL,355837,405888.5,410097.5,414329.5,418690.5,423016.5,427713,432504,436577,439089,425698,422225.5,418602,415194,411402.5,406404.5,399936.5,393423.5
"Age population, age 14, male, interpolated",SP.POP.AG14.MA.IN,Costa Rica,CRI,30919.5,40487.5,41653,42483,42855,43040.5,43096.5,43089,42926,42595.5,40218.5,39758,38741.5,37833.5,37423.5,37248,37297.5,37625.5
"Age population, age 14, male, interpolated",SP.POP.AG14.MA.IN,Bolivia,BOL,81943.5,94675,96730,98901.5,101400,103941,106099,108136.5,109877.5,111188,117558.5,117628.5,117928.5,118709,119542,120478,122366.5,124003
"Age population, age 15, female, interpolated",SP.POP.AG15.FE.IN,Argentina,ARG,298737.5,322087,321883.5,322479,323953.5,326193,328732,331317,335821,340429,341406.5,342338.5,340320,338759.5,337696.5,337653.5,340182.5,341993
"Age population, age 15, female, interpolated",SP.POP.AG15.FE.IN,Colombia,COL,337664.5,388692.5,392325,396273,400291,404579.5,408787.5,413225,417614.5,421516,412687,409701,406549,404235.5,401975.5,398172.5,392626.5,385733.5
"Age population, age 15, female, interpolated",SP.POP.AG15.FE.IN,Costa Rica,CRI,29043.5,37669.5,38795,39848,40589,40905,41056,41108.5,41090.5,40933,38533,38424.5,37969,36965,36148.5,35850.5,35698,35746
"Age population, age 15, female, interpolated",SP.POP.AG15.FE.IN,Bolivia,BOL,77147.5,88343.5,90014.5,92066.5,94436,97093,99617.5,101840.5,103883.5,105588.5,112700,113585,113640.5,113933.5,114711,115513.5,116380,118142.5
"Age population, age 15, male, interpolated",SP.POP.AG15.MA.IN,Argentina,ARG,308189,333782,334442,335870,337970.5,340596.5,343509.5,346484.5,351355.5,356325.5,358473,359434.5,357205,355607,354704,354959,358323,361324
"Age population, age 15, male, interpolated",SP.POP.AG15.MA.IN,Colombia,COL,348805,401329,405149,409353,413616,418023,422368,427088.5,431874.5,435845.5,427593.5,424818,421934,419740,417542,413682.5,407917,400919
"Age population, age 15, male, interpolated",SP.POP.AG15.MA.IN,Costa Rica,CRI,29969,39353,40566,41720,42536,42895.5,43073.5,43126,43116,42951,40324,40232.5,39773.5,38758,37850.5,37440.5,37254.5,37292.5
"Age population, age 15, male, interpolated",SP.POP.AG15.MA.IN,Bolivia,BOL,79749.5,92044,93863.5,95959.5,98389,101131.5,103675.5,105837.5,107880.5,109627.5,116450.5,117354.5,117430.5,117735,118518,119353.5,120304.5,122206
"Age population, age 16, female, interpolated",SP.POP.AG16.FE.IN,Argentina,ARG,291071,322456.5,321811,321604,322195.5,323656.5,325877,328416.5,331009,335525.5,339898,341373.5,342303,340283,338725,337665.5,337599.5,340092.5
"Age population, age 16, female, interpolated",SP.POP.AG16.FE.IN,Colombia,COL,332765,384053.5,388152.5,391754.5,395722.5,399778.5,404054.5,408267,412676.5,417044,414910,412085,409722,408582.5,408109,405753.5,400779,394418.5
"Age population, age 16, female, interpolated",SP.POP.AG16.FE.IN,Costa Rica,CRI,28381,36668.5,37809.5,38917.5,39948.5,40668.5,40971,41116,41165.5,41144.5,38917.5,38563,38455.5,38001,36997.5,36181.5,35872.5,35708
"Age population, age 16, female, interpolated",SP.POP.AG16.FE.IN,Bolivia,BOL,75173,86231,87598,89310.5,91590,94174.5,96838,99366.5,101593,103643.5,111076,112511,113402.5,113464.5,113760,114539,115364.5,116250
"Age population, age 16, male, interpolated",SP.POP.AG16.MA.IN,Argentina,ARG,297751.5,333952.5,333397,334053,335472.5,337569.5,340193,343111.5,346094,350976.5,356575.5,358360.5,359322,357099,355510.5,354612.5,354832,358149
"Age population, age 16, male, interpolated",SP.POP.AG16.MA.IN,Colombia,COL,343289,395955,400286,404100,408349,412680.5,417117.5,421500.5,426220,430932.5,429113,426548.5,424472.5,423489.5,422959.5,420668.5,415761.5,409271.5
"Age population, age 16, male, interpolated",SP.POP.AG16.MA.IN,Costa Rica,CRI,29185.5,38243.5,39464.5,40663,41797.5,42594.5,42942.5,43116,43165.5,43153,40658.5,40344,40254,39796.5,38782.5,37875,37451,37250
"Age population, age 16, male, interpolated",SP.POP.AG16.MA.IN,Bolivia,BOL,77607.5,89578,91180,93042.5,95394,98064,100810,103358.5,105526,107575,114740.5,116197,117107,117188.5,117497,118283.5,119138.5,120107.5
"Age population, age 17, female, interpolated",SP.POP.AG17.FE.IN,Argentina,ARG,281635.5,322630.5,322147.5,321499,321288.5,321847,323268,325489.5,328038,330647,341701.5,339868,341340.5,342268,340249.5,338694,337606,337501
"Age population, age 17, female, interpolated",SP.POP.AG17.FE.IN,Colombia,COL,329398.5,377895,383411.5,387471,391097,395111,399147.5,403427,407601.5,412011,417511.5,414250.5,412178.5,412380.5,413614.5,413017,409145.5,403118.5
"Age population, age 17, female, interpolated",SP.POP.AG17.FE.IN,Costa Rica,CRI,27941.5,35764.5,36852,37970,39048.5,40053.5,40757,41051,41190.5,41235.5,39395,38958,38605,38498.5,38044,37040.5,36210.5,35886.5
"Age population, age 17, female, interpolated",SP.POP.AG17.FE.IN,Bolivia,BOL,73069.5,84141.5,85489,86897.5,88811,91279.5,93872.5,96540.5,99073,101307.5,110059.5,110850,112292,113190,113256,113555,114363.5,115212
"Age population, age 17, male, interpolated",SP.POP.AG17.MA.IN,Argentina,ARG,287017,334580.5,333502.5,332944,333593.5,334994,337072.5,339704,342631,345629,358041.5,356441,358223.5,359191,356980,355400,354453,354607.5
"Age population, age 17, male, interpolated",SP.POP.AG17.MA.IN,Colombia,COL,339240,388736,394561.5,398884.5,402759,407100.5,411475.5,415967.5,420355.5,425031,430894,427863.5,426128.5,426472,427647.5,426997,423351.5,417504
"Age population, age 17, male, interpolated",SP.POP.AG17.MA.IN,Costa Rica,CRI,28635.5,37225,38391.5,39591.5,40764,41875.5,42658,42999,43168.5,43214.5,41118,40685,40373,40284.5,39828,38814.5,37890.5,37448
"Age population, age 17, male, interpolated",SP.POP.AG17.MA.IN,Bolivia,BOL,75342,87132.5,88684,90328.5,92431,95008,97682,100432.5,102986,105160,113731,114432.5,115896,116812,116898,117211,118023,118901.5
"Age population, age 18, female, interpolated",SP.POP.AG18.FE.IN,Argentina,ARG,273195.5,321955.5,322284.5,321797.5,321144.5,320885.5,321389,322812.5,325044.5,327613,345406.5,341675,339838.5,341308.5,342237,340219.5,338629.5,337500
"Age population, age 18, female, interpolated",SP.POP.AG18.FE.IN,Colombia,COL,327520,371434.5,377166,382633,386719,390399,394385.5,398423,402654,406847.5,419777,416799,414419,415451,418545.5,419627,417177,412019.5
"Age population, age 18, female, interpolated",SP.POP.AG18.FE.IN,Costa Rica,CRI,27826.5,35034.5,35989,37048,38131,39177.5,40161.5,40855,41143,41277,39760.5,39444.5,39009,38657,38551,38096.5,37076,36228.5
"Age population, age 18, female, interpolated",SP.POP.AG18.FE.IN,Bolivia,BOL,71021.5,82039,83393,84782,86370.5,88453,90931,93530,96202.5,98744,109052,109798,110597.5,112048,112950,113019.5,113354,114190.5
"Age population, age 18, male, interpolated",SP.POP.AG18.MA.IN,Argentina,ARG,277225,334489.5,334054.5,332974,332410,333033.5,334406.5,336494,339135,342080,361713,357881,356280.5,358067,359045.5,356845.5,355201.5,354168.5
"Age population, age 18, male, interpolated",SP.POP.AG18.MA.IN,Colombia,COL,336718.5,381048.5,386978,392787.5,397184,401176,405574,410021,414524.5,418898.5,432165.5,429419.5,427353,428555.5,431547.5,432573.5,430264,425459.5
"Age population, age 18, male, interpolated",SP.POP.AG18.MA.IN,Costa Rica,CRI,28400.5,36379.5,37408.5,38549,39717.5,40861.5,41955,42728.5,43063.5,43229,41492.5,41150.5,40720.5,40410,40322,39866.5,38834,37887.5
"Age population, age 18, male, interpolated",SP.POP.AG18.MA.IN,Bolivia,BOL,73134.5,84667.5,86199.5,87794.5,89669.5,91987,94568,97247,100002,102561.5,112810.5,113369.5,114079.5,115549,116469.5,116561,116906.5,117746.5
"Age population, age 19, female, interpolated",SP.POP.AG19.FE.IN,Argentina,ARG,264852,319681,321587.5,321912,321421.5,320700,320365.5,320874,322310,324565,348496.5,345382.5,341648.5,339809.5,341280,342210,340154.5,338519.5
"Age population, age 19, female, interpolated",SP.POP.AG19.FE.IN,Colombia,COL,326708.5,363709,370637,376311,381806,385952,389596.5,393581.5,397561,401828,421254,419022,417036.5,418241,422629,425546.5,424475,420527.5
"Age population, age 19, female, interpolated",SP.POP.AG19.FE.IN,Costa Rica,CRI,27860,34185,35296,36218.5,37236,38281,39304,40276.5,40962,41243.5,40222.5,39818,39503.5,39069.5,38718,38611.5,38138,37098
"Age population, age 19, female, interpolated",SP.POP.AG19.FE.IN,Bolivia,BOL,68943,79964.5,81269.5,82665,84223.5,85971.5,88065.5,90550.5,93154.5,95836.5,107804.5,108760,109516.5,110325.5,111780,112685.5,112796,113163.5
"Age population, age 19, male, interpolated",SP.POP.AG19.MA.IN,Argentina,ARG,268806.5,332941.5,333911.5,333474,332388.5,331784,332366,333749.5,335848,338511,364810,361524,357695.5,356102.5,357900,358887,356609.5,354860
"Age population, age 19, male, interpolated",SP.POP.AG19.MA.IN,Colombia,COL,335368,371942.5,378953.5,384862,390747.5,395276,399336.5,403821,408285,412804,432492,430483.5,428819,430160.5,434458,437271,436359.5,432690
"Age population, age 19, male, interpolated",SP.POP.AG19.MA.IN,Costa Rica,CRI,28325.5,35389,36595.5,37594.5,38697,39831,40954,42037.5,42805,43134.5,41966.5,41530,41191.5,40763.5,40454,40367.5,39888.5,38829.5
"Age population, age 19, male, interpolated",SP.POP.AG19.MA.IN,Bolivia,BOL,70878.5,82264,83704.5,85280.5,87094.5,89173,91495.5,94082,96766.5,99529,111540,112401,112970,113689,115162,116087,116216.5,116595
"Age population, age 20, female, interpolated",SP.POP.AG20.FE.IN,Argentina,ARG,256771,315807.5,319299,321201,321521,320943.5,320129.5,319801.5,320324.5,321786.5,348352.5,348475,345356.5,341621,339784.5,341255.5,342143.5,340041
"Age population, age 20, female, interpolated",SP.POP.AG20.FE.IN,Colombia,COL,326435.5,354992.5,362864.5,369729,375432.5,380990.5,385094,388734,392651,396678.5,421967,420462.5,419316,421307,426244.5,430435,430953.5,428209
"Age population, age 20, female, interpolated",SP.POP.AG20.FE.IN,Costa Rica,CRI,27963.5,33200,34477,35552,36428,37403.5,38422.5,39432,40395.5,41074,40552.5,40287,39885,39571.5,39138,38786.5,38659,38164
"Age population, age 20, female, interpolated",SP.POP.AG20.FE.IN,Bolivia,BOL,66829.5,77857.5,79178,80526.5,82083,83791,85551.5,87654.5,90145.5,92760.5,106900.5,107490,108456.5,109223,110037,111495,112445,112592.5
"Age population, age 20, male, interpolated",SP.POP.AG20.MA.IN,Argentina,ARG,261041,328851.5,332330,333297,332856,331712,331049.5,331647,333044.5,335167.5,364221,364597.5,361313.5,357497.5,355918.5,357723.5,358622,356221.5
